Complexity metrics,sábado, 4 dez 2021 22:17:09 GMT
Method,CogC,ev(G),iv(G),v(G)
"org.jabref.gui.JabRefMain.clearOldSearchIndices()",5,1,5,5
"org.jabref.gui.JabRefMain.configureProxy(ProxyPreferences)",2,1,3,3
"org.jabref.gui.JabRefMain.handleMultipleAppInstances(String[],PreferencesService)",8,4,4,4
"org.jabref.gui.JabRefMain.main(String[])",0,1,1,1
"org.jabref.gui.JabRefMain.start(Stage)",4,2,5,5
"org.jabref.gui.JabRefMain.stop()",0,1,1,1
"org.jabref.gui.LibraryTab.EntriesRemovedListener.listen(EntriesRemovedEvent)",0,1,1,1
"org.jabref.gui.LibraryTab.Factory.createLibraryTab(JabRefFrame,PreferencesService,StateManager,Path,BackgroundTask<ParserResult>)",0,1,1,1
"org.jabref.gui.LibraryTab.GroupTreeListener.listen(EntriesAddedEvent)",2,2,2,3
"org.jabref.gui.LibraryTab.IndexUpdateListener.IndexUpdateListener()",1,1,2,2
"org.jabref.gui.LibraryTab.IndexUpdateListener.listen(EntriesAddedEvent)",2,1,3,3
"org.jabref.gui.LibraryTab.IndexUpdateListener.listen(EntriesRemovedEvent)",2,1,3,3
"org.jabref.gui.LibraryTab.IndexUpdateListener.listen(FieldChangedEvent)",3,1,3,3
"org.jabref.gui.LibraryTab.LibraryTab(JabRefFrame,PreferencesService,StateManager,BibDatabaseContext,ExternalFileTypes)",0,1,1,1
"org.jabref.gui.LibraryTab.SearchListener.listen(EntriesAddedEvent)",0,1,1,1
"org.jabref.gui.LibraryTab.SearchListener.listen(EntriesRemovedEvent)",0,1,1,1
"org.jabref.gui.LibraryTab.SearchListener.listen(EntryChangedEvent)",0,1,1,1
"org.jabref.gui.LibraryTab.addChangedInformation(StringBuilder,String)",0,1,1,1
"org.jabref.gui.LibraryTab.addModeInfo(StringBuilder,BibDatabaseContext)",0,1,1,1
"org.jabref.gui.LibraryTab.addSharedDbInformation(StringBuilder,BibDatabaseContext)",0,1,1,1
"org.jabref.gui.LibraryTab.changedProperty()",0,1,1,1
"org.jabref.gui.LibraryTab.cleanUp()",0,1,1,1
"org.jabref.gui.LibraryTab.clearAndSelect(BibEntry)",0,1,1,1
"org.jabref.gui.LibraryTab.closeBottomPane()",0,1,1,1
"org.jabref.gui.LibraryTab.collectAllDatabasePaths()",0,1,1,1
"org.jabref.gui.LibraryTab.copy()",0,1,1,1
"org.jabref.gui.LibraryTab.createLoadingAnimationLayout()",0,1,1,1
"org.jabref.gui.LibraryTab.createMainTable()",0,1,1,1
"org.jabref.gui.LibraryTab.cut()",0,1,1,1
"org.jabref.gui.LibraryTab.delete(BibEntry)",0,1,1,1
"org.jabref.gui.LibraryTab.delete(boolean)",0,1,1,1
"org.jabref.gui.LibraryTab.delete(boolean,List<BibEntry>)",4,3,3,5
"org.jabref.gui.LibraryTab.editEntryAndFocusField(BibEntry,Field)",0,1,1,1
"org.jabref.gui.LibraryTab.ensureNotShowingBottomPanel(List<BibEntry>)",2,1,3,3
"org.jabref.gui.LibraryTab.entryEditorClosing()",0,1,1,1
"org.jabref.gui.LibraryTab.feedData(BibDatabaseContext)",1,1,2,2
"org.jabref.gui.LibraryTab.formatOutputMessage(String,int)",1,1,2,2
"org.jabref.gui.LibraryTab.frame()",0,1,1,1
"org.jabref.gui.LibraryTab.getAnnotationCache()",0,1,1,1
"org.jabref.gui.LibraryTab.getBibDatabaseContext()",0,1,1,1
"org.jabref.gui.LibraryTab.getCitationStyleCache()",0,1,1,1
"org.jabref.gui.LibraryTab.getCurrentSearchQuery()",0,1,1,1
"org.jabref.gui.LibraryTab.getDataLoadingTask()",0,1,1,1
"org.jabref.gui.LibraryTab.getDatabase()",0,1,1,1
"org.jabref.gui.LibraryTab.getEntryEditor()",0,1,1,1
"org.jabref.gui.LibraryTab.getIndexingTaskManager()",0,1,1,1
"org.jabref.gui.LibraryTab.getMainTable()",0,1,1,1
"org.jabref.gui.LibraryTab.getMode()",0,1,1,1
"org.jabref.gui.LibraryTab.getSelectedEntries()",0,1,1,1
"org.jabref.gui.LibraryTab.getShowing()",0,1,1,1
"org.jabref.gui.LibraryTab.getSuggestionProviders()",0,1,1,1
"org.jabref.gui.LibraryTab.getUndoManager()",0,1,1,1
"org.jabref.gui.LibraryTab.insertEntries(List<BibEntry>)",5,1,4,4
"org.jabref.gui.LibraryTab.insertEntry(BibEntry)",1,1,2,2
"org.jabref.gui.LibraryTab.isDatabaseReadyForAutoSave(BibDatabaseContext)",3,1,4,4
"org.jabref.gui.LibraryTab.isModified()",0,1,1,1
"org.jabref.gui.LibraryTab.isSaving()",0,1,1,1
"org.jabref.gui.LibraryTab.listen(BibDatabaseContextChangedEvent)",0,1,1,1
"org.jabref.gui.LibraryTab.markBaseChanged()",0,1,1,1
"org.jabref.gui.LibraryTab.markChangedOrUnChanged()",3,1,4,4
"org.jabref.gui.LibraryTab.markNonUndoableBaseChanged()",0,1,1,1
"org.jabref.gui.LibraryTab.nonUndoableChangeProperty()",0,1,1,1
"org.jabref.gui.LibraryTab.onDatabaseLoadingFailed(Exception)",0,1,1,1
"org.jabref.gui.LibraryTab.onDatabaseLoadingStarted()",0,1,1,1
"org.jabref.gui.LibraryTab.onDatabaseLoadingSucceed(ParserResult)",0,1,1,1
"org.jabref.gui.LibraryTab.paste()",0,1,1,1
"org.jabref.gui.LibraryTab.registerUndoableChanges(List<FieldChange>)",2,1,3,3
"org.jabref.gui.LibraryTab.resetChangeMonitorAndChangePane()",0,1,1,1
"org.jabref.gui.LibraryTab.resetChangedProperties()",0,1,1,1
"org.jabref.gui.LibraryTab.saveDividerLocation(Number)",1,1,2,2
"org.jabref.gui.LibraryTab.selectNextEntry()",0,1,1,1
"org.jabref.gui.LibraryTab.selectPreviousEntry()",0,1,1,1
"org.jabref.gui.LibraryTab.setCurrentSearchQuery(Optional<SearchQuery>)",0,1,1,1
"org.jabref.gui.LibraryTab.setDataLoadingTask(BackgroundTask<ParserResult>)",0,1,1,1
"org.jabref.gui.LibraryTab.setMode(BasePanelMode)",0,1,1,1
"org.jabref.gui.LibraryTab.setSaving(boolean)",0,1,1,1
"org.jabref.gui.LibraryTab.setupAutoCompletion()",2,1,2,2
"org.jabref.gui.LibraryTab.setupMainPanel()",4,1,3,3
"org.jabref.gui.LibraryTab.showAndEdit(BibEntry)",1,1,2,2
"org.jabref.gui.LibraryTab.showBottomPane(BasePanelMode)",3,2,3,3
"org.jabref.gui.LibraryTab.showDeleteConfirmationDialog(int)",4,2,3,3
"org.jabref.gui.LibraryTab.updateEntryEditorIfShowing()",1,1,2,2
"org.jabref.gui.LibraryTab.updateSearchManager()",0,1,1,1
"org.jabref.gui.LibraryTab.updateTabTitle(boolean)",19,1,9,11
"org.jabref.gui.OpenConsoleAction.OpenConsoleAction(BibDatabaseContext,StateManager,PreferencesService)",0,1,1,1
"org.jabref.gui.OpenConsoleAction.OpenConsoleAction(StateManager,PreferencesService)",0,1,1,1
"org.jabref.gui.OpenConsoleAction.execute()",2,1,2,2
"org.jabref.gui.SendAsEMailAction.SendAsEMailAction(DialogService,PreferencesService,StateManager)",0,1,1,1
"org.jabref.gui.SendAsEMailAction.execute()",0,1,1,1
"org.jabref.gui.SendAsEMailAction.sendEmail()",13,3,10,10
"org.jabref.gui.StateManager.StateManager()",0,1,1,1
"org.jabref.gui.StateManager.activeDatabaseProperty()",0,1,1,1
"org.jabref.gui.StateManager.activeGroupProperty()",0,1,1,1
"org.jabref.gui.StateManager.activeSearchQueryProperty()",0,1,1,1
"org.jabref.gui.StateManager.addBackgroundTask(Task<?>)",0,1,1,1
"org.jabref.gui.StateManager.clearSearchQuery()",0,1,1,1
"org.jabref.gui.StateManager.clearSelectedGroups(BibDatabaseContext)",0,1,1,1
"org.jabref.gui.StateManager.focusOwnerProperty()",0,1,1,1
"org.jabref.gui.StateManager.getActiveDatabase()",0,1,1,1
"org.jabref.gui.StateManager.getAnyTaskRunning()",0,1,1,1
"org.jabref.gui.StateManager.getBackgroundTasks()",0,1,1,1
"org.jabref.gui.StateManager.getDialogWindowState(String)",0,1,1,1
"org.jabref.gui.StateManager.getEntriesInCurrentDatabase()",0,1,1,1
"org.jabref.gui.StateManager.getFocusOwner()",0,1,1,1
"org.jabref.gui.StateManager.getLocalDragboard()",0,1,1,1
"org.jabref.gui.StateManager.getOpenDatabases()",0,1,1,1
"org.jabref.gui.StateManager.getSearchResultSize()",0,1,1,1
"org.jabref.gui.StateManager.getSelectedEntries()",0,1,1,1
"org.jabref.gui.StateManager.getSelectedGroup(BibDatabaseContext)",1,1,2,2
"org.jabref.gui.StateManager.getTasksProgress()",0,1,1,1
"org.jabref.gui.StateManager.setActiveSearchResultSize(BibDatabaseContext,IntegerProperty)",0,1,1,1
"org.jabref.gui.StateManager.setDialogWindowState(String,DialogWindowState)",0,1,1,1
"org.jabref.gui.StateManager.setSearchQuery(SearchQuery)",0,1,1,1
"org.jabref.gui.StateManager.setSelectedEntries(List<BibEntry>)",0,1,1,1
"org.jabref.gui.StateManager.setSelectedGroups(BibDatabaseContext,List<GroupTreeNode>)",0,1,1,1
"org.jabref.gui.UpdateTimestampListener.UpdateTimestampListener(PreferencesService)",0,1,1,1
"org.jabref.gui.UpdateTimestampListener.listen(EntryChangedEvent)",2,1,3,3
"org.jabref.gui.UpdateTimestampListenerTest.setUp()",0,1,1,1
"org.jabref.gui.UpdateTimestampListenerTest.updateTimestampDisabled()",0,1,1,1
"org.jabref.gui.UpdateTimestampListenerTest.updateTimestampEnabled()",0,1,1,1
"org.jabref.gui.WaitForSaveFinishedDialog.WaitForSaveFinishedDialog(DialogService)",0,1,1,1
"org.jabref.gui.WaitForSaveFinishedDialog.showAndWait(List<LibraryTab>)",9,3,4,4
"org.jabref.gui.actions.Action.getDescription()",0,1,1,1
"org.jabref.gui.actions.Action.getIcon()",0,1,1,1
"org.jabref.gui.actions.Action.getKeyBinding()",0,1,1,1
"org.jabref.gui.actions.ActionFactory.ActionFactory(KeyBindingRepository)",0,1,1,1
"org.jabref.gui.actions.ActionFactory.configureIconButton(Action,Command,ButtonBase)",0,1,1,1
"org.jabref.gui.actions.ActionFactory.configureMenuItem(Action,Command,MenuItem)",9,1,4,4
"org.jabref.gui.actions.ActionFactory.createCheckMenuItem(Action,Command,boolean)",0,1,1,1
"org.jabref.gui.actions.ActionFactory.createIconButton(Action,Command)",0,1,1,1
"org.jabref.gui.actions.ActionFactory.createMenu(Action)",0,1,1,1
"org.jabref.gui.actions.ActionFactory.createMenuItem(Action,Command)",0,1,1,1
"org.jabref.gui.actions.ActionFactory.createSubMenu(Action,MenuItem...)",0,1,1,1
"org.jabref.gui.actions.ActionFactory.getAssociatedNode(MenuItem)",4,2,3,3
"org.jabref.gui.actions.ActionFactory.setGraphic(MenuItem,Action)",0,1,1,1
"org.jabref.gui.actions.ActionHelper.hasLinkedFileForSelectedEntries(StateManager)",0,1,1,1
"org.jabref.gui.actions.ActionHelper.isAnyFieldSetForSelectedEntry(List<Field>,StateManager)",0,1,1,1
"org.jabref.gui.actions.ActionHelper.isFieldSetForSelectedEntry(Field,StateManager)",0,1,1,1
"org.jabref.gui.actions.ActionHelper.isFilePresentForSelectedEntry(StateManager,PreferencesService)",7,3,3,4
"org.jabref.gui.actions.ActionHelper.isOpenMultiDatabase(TabPane)",0,1,1,1
"org.jabref.gui.actions.ActionHelper.needsDatabase(StateManager)",0,1,1,1
"org.jabref.gui.actions.ActionHelper.needsEntriesSelected(StateManager)",0,1,1,1
"org.jabref.gui.actions.ActionHelper.needsEntriesSelected(int,StateManager)",0,1,1,1
"org.jabref.gui.actions.ActionHelper.needsSharedDatabase(StateManager)",0,1,1,1
"org.jabref.gui.actions.JabRefAction.JabRefAction(Action,Command,KeyBindingRepository)",0,1,1,1
"org.jabref.gui.actions.JabRefAction.JabRefAction(Action,Command,KeyBindingRepository,Sources)",4,1,3,3
"org.jabref.gui.actions.JabRefAction.JabRefAction(Action,KeyBindingRepository)",0,1,1,1
"org.jabref.gui.actions.JabRefAction.getActionName(Action,Command)",6,3,7,7
"org.jabref.gui.actions.JabRefAction.trackExecute(String)",0,1,1,1
"org.jabref.gui.actions.JabRefAction.trackUserActionSource(String,Sources)",0,1,1,1
"org.jabref.gui.actions.SimpleCommand.getProgress()",0,1,1,1
"org.jabref.gui.actions.SimpleCommand.getStatusMessage()",0,1,1,1
"org.jabref.gui.actions.SimpleCommand.progressProperty()",0,1,1,1
"org.jabref.gui.actions.SimpleCommand.setExecutable(boolean)",0,1,1,1
"org.jabref.gui.actions.SimpleCommand.statusMessageProperty()",0,1,1,1
"org.jabref.gui.actions.StandardActions.StandardActions(String)",0,1,1,1
"org.jabref.gui.actions.StandardActions.StandardActions(String,JabRefIcons)",0,1,1,1
"org.jabref.gui.actions.StandardActions.StandardActions(String,JabRefIcons,KeyBinding)",0,1,1,1
"org.jabref.gui.actions.StandardActions.StandardActions(String,KeyBinding)",0,1,1,1
"org.jabref.gui.actions.StandardActions.StandardActions(String,String)",0,1,1,1
"org.jabref.gui.actions.StandardActions.StandardActions(String,String,JabRefIcons)",0,1,1,1
"org.jabref.gui.actions.StandardActions.StandardActions(String,String,JabRefIcons,KeyBinding)",0,1,1,1
"org.jabref.gui.actions.StandardActions.StandardActions(String,String,KeyBinding)",0,1,1,1
"org.jabref.gui.actions.StandardActions.getDescription()",0,1,1,1
"org.jabref.gui.actions.StandardActions.getIcon()",0,1,1,1
"org.jabref.gui.actions.StandardActions.getKeyBinding()",0,1,1,1
"org.jabref.gui.actions.StandardActions.getText()",0,1,1,1
"org.jabref.gui.autocompleter.AppendPersonNamesStrategy.AppendPersonNamesStrategy()",0,1,1,1
"org.jabref.gui.autocompleter.AppendPersonNamesStrategy.AppendPersonNamesStrategy(boolean)",0,1,1,1
"org.jabref.gui.autocompleter.AppendPersonNamesStrategy.getDelimiter()",2,2,1,2
"org.jabref.gui.autocompleter.AppendPersonNamesStrategyTest.testWithParam(boolean,String)",0,1,1,1
"org.jabref.gui.autocompleter.AppendPersonNamesStrategyTest.testWithoutParam()",0,1,1,1
"org.jabref.gui.autocompleter.AppendWordsStrategy.analyze(String)",0,1,1,1
"org.jabref.gui.autocompleter.AppendWordsStrategy.determinePrefixAndReturnRemainder(String,String)",2,2,2,2
"org.jabref.gui.autocompleter.AppendWordsStrategy.getDelimiter()",0,1,1,1
"org.jabref.gui.autocompleter.AutoCompleteFirstNameMode.parse(String)",1,1,1,2
"org.jabref.gui.autocompleter.AutoCompletePreferences.AutoCompletePreferences(boolean,AutoCompleteFirstNameMode,NameFormat,Set<Field>,JournalAbbreviationPreferences)",0,1,1,1
"org.jabref.gui.autocompleter.AutoCompletePreferences.getCompleteFields()",0,1,1,1
"org.jabref.gui.autocompleter.AutoCompletePreferences.getCompleteNamesAsString()",0,1,1,1
"org.jabref.gui.autocompleter.AutoCompletePreferences.getFirstNameMode()",0,1,1,1
"org.jabref.gui.autocompleter.AutoCompletePreferences.getJournalAbbreviationPreferences()",0,1,1,1
"org.jabref.gui.autocompleter.AutoCompletePreferences.getNameFormat()",0,1,1,1
"org.jabref.gui.autocompleter.AutoCompletePreferences.shouldAutoComplete()",0,1,1,1
"org.jabref.gui.autocompleter.AutoCompleterUtil.getRequest(String)",0,1,1,1
"org.jabref.gui.autocompleter.AutoCompletionInput.AutoCompletionInput(String,String)",0,1,1,1
"org.jabref.gui.autocompleter.AutoCompletionInput.getPrefix()",0,1,1,1
"org.jabref.gui.autocompleter.AutoCompletionInput.getUnfinishedPart()",0,1,1,1
"org.jabref.gui.autocompleter.AutoCompletionTextInputBinding.AutoCompletionTextInputBinding(TextInputControl,Callback<ISuggestionRequest, Collection<T>>)",0,1,1,1
"org.jabref.gui.autocompleter.AutoCompletionTextInputBinding.AutoCompletionTextInputBinding(TextInputControl,Callback<ISuggestionRequest, Collection<T>>,StringConverter<T>)",0,1,1,1
"org.jabref.gui.autocompleter.AutoCompletionTextInputBinding.AutoCompletionTextInputBinding(TextInputControl,Callback<ISuggestionRequest, Collection<T>>,StringConverter<T>,AutoCompletionStrategy)",0,1,1,1
"org.jabref.gui.autocompleter.AutoCompletionTextInputBinding.autoComplete(TextInputControl,Callback<ISuggestionRequest, Collection<T>>)",0,1,1,1
"org.jabref.gui.autocompleter.AutoCompletionTextInputBinding.autoComplete(TextInputControl,Callback<ISuggestionRequest, Collection<T>>,AutoCompletionStrategy)",0,1,1,1
"org.jabref.gui.autocompleter.AutoCompletionTextInputBinding.autoComplete(TextInputControl,Callback<ISuggestionRequest, Collection<T>>,StringConverter<T>)",0,1,1,1
"org.jabref.gui.autocompleter.AutoCompletionTextInputBinding.autoComplete(TextInputControl,Callback<ISuggestionRequest, Collection<T>>,StringConverter<T>,AutoCompletionStrategy)",0,1,1,1
"org.jabref.gui.autocompleter.AutoCompletionTextInputBinding.completeUserInput(T)",1,1,1,2
"org.jabref.gui.autocompleter.AutoCompletionTextInputBinding.defaultStringConverter()",2,1,2,2
"org.jabref.gui.autocompleter.AutoCompletionTextInputBinding.dispose()",0,1,1,1
"org.jabref.gui.autocompleter.AutoCompletionTextInputBinding.getCompletionTarget()",0,1,1,1
"org.jabref.gui.autocompleter.AutoCompletionTextInputBinding.setShowOnFocus(boolean)",0,1,1,1
"org.jabref.gui.autocompleter.AutoCompletionTextInputBinding.setUserInputText(String)",1,1,1,2
"org.jabref.gui.autocompleter.BibEntrySuggestionProvider.BibEntrySuggestionProvider(BibDatabase)",0,1,1,1
"org.jabref.gui.autocompleter.BibEntrySuggestionProvider.getComparator()",0,1,1,1
"org.jabref.gui.autocompleter.BibEntrySuggestionProvider.getEquivalence()",0,1,1,1
"org.jabref.gui.autocompleter.BibEntrySuggestionProvider.getSource()",0,1,1,1
"org.jabref.gui.autocompleter.BibEntrySuggestionProvider.isMatch(BibEntry,ISuggestionRequest)",0,1,1,1
"org.jabref.gui.autocompleter.BibEntrySuggestionProviderTest.completeAfterAddingEmptyEntryReturnsNothing()",0,1,1,1
"org.jabref.gui.autocompleter.BibEntrySuggestionProviderTest.completeBeginningOfKeyReturnsKey()",0,1,1,1
"org.jabref.gui.autocompleter.BibEntrySuggestionProviderTest.completeEmptyStringReturnsNothing()",0,1,1,1
"org.jabref.gui.autocompleter.BibEntrySuggestionProviderTest.completeKeyReturnsKey()",0,1,1,1
"org.jabref.gui.autocompleter.BibEntrySuggestionProviderTest.completeLowercaseKeyReturnsKey()",0,1,1,1
"org.jabref.gui.autocompleter.BibEntrySuggestionProviderTest.completeNullThrowsException()",0,1,1,1
"org.jabref.gui.autocompleter.BibEntrySuggestionProviderTest.completeReturnsMultipleResults()",0,1,1,1
"org.jabref.gui.autocompleter.BibEntrySuggestionProviderTest.completeShortKeyReturnsKey()",0,1,1,1
"org.jabref.gui.autocompleter.BibEntrySuggestionProviderTest.completeWithoutAddingAnythingReturnsNothing()",0,1,1,1
"org.jabref.gui.autocompleter.BibEntrySuggestionProviderTest.setUp()",0,1,1,1
"org.jabref.gui.autocompleter.ContentSelectorSuggestionProvider.ContentSelectorSuggestionProvider(SuggestionProvider<String>,List<String>)",0,1,1,1
"org.jabref.gui.autocompleter.ContentSelectorSuggestionProvider.getPossibleSuggestions()",1,1,2,2
"org.jabref.gui.autocompleter.ContentSelectorSuggestionProvider.getSource()",0,1,1,1
"org.jabref.gui.autocompleter.ContentSelectorSuggestionProviderTest.completeBeginningOfKeywordReturnsKeyword()",0,1,1,1
"org.jabref.gui.autocompleter.ContentSelectorSuggestionProviderTest.completeEmptyStringReturnsNothing()",0,1,1,1
"org.jabref.gui.autocompleter.ContentSelectorSuggestionProviderTest.completeKeywordReturnsKeyword()",0,1,1,1
"org.jabref.gui.autocompleter.ContentSelectorSuggestionProviderTest.completeKeywordReturnsKeywordFromDatabase()",0,1,1,1
"org.jabref.gui.autocompleter.ContentSelectorSuggestionProviderTest.completeNullThrowsException()",0,1,1,1
"org.jabref.gui.autocompleter.ContentSelectorSuggestionProviderTest.completeReturnsKeywordsInAlphabeticalOrder()",0,1,1,1
"org.jabref.gui.autocompleter.ContentSelectorSuggestionProviderTest.completeReturnsMultipleResults()",0,1,1,1
"org.jabref.gui.autocompleter.ContentSelectorSuggestionProviderTest.completeUppercaseBeginningOfNameReturnsName()",0,1,1,1
"org.jabref.gui.autocompleter.ContentSelectorSuggestionProviderTest.completeWithoutAddingAnythingReturnsNothing()",0,1,1,1
"org.jabref.gui.autocompleter.DefaultAutoCompleterTest.completeAfterAddingEmptyEntryReturnsNothing()",0,1,1,1
"org.jabref.gui.autocompleter.DefaultAutoCompleterTest.completeAfterAddingEntryWithoutFieldReturnsNothing()",0,1,1,1
"org.jabref.gui.autocompleter.DefaultAutoCompleterTest.completeBeginnigOfSecondWordReturnsWord()",0,1,1,1
"org.jabref.gui.autocompleter.DefaultAutoCompleterTest.completeBeginningOfValueReturnsValue()",0,1,1,1
"org.jabref.gui.autocompleter.DefaultAutoCompleterTest.completeEmptyStringReturnsNothing()",0,1,1,1
"org.jabref.gui.autocompleter.DefaultAutoCompleterTest.completeLowercaseValueReturnsValue()",0,1,1,1
"org.jabref.gui.autocompleter.DefaultAutoCompleterTest.completeNullThrowsException()",0,1,1,1
"org.jabref.gui.autocompleter.DefaultAutoCompleterTest.completePartOfWordReturnsValue()",0,1,1,1
"org.jabref.gui.autocompleter.DefaultAutoCompleterTest.completeReturnsMultipleResults()",0,1,1,1
"org.jabref.gui.autocompleter.DefaultAutoCompleterTest.completeShortStringReturnsValue()",0,1,1,1
"org.jabref.gui.autocompleter.DefaultAutoCompleterTest.completeValueReturnsValue()",0,1,1,1
"org.jabref.gui.autocompleter.DefaultAutoCompleterTest.completeWithoutAddingAnythingReturnsNothing()",0,1,1,1
"org.jabref.gui.autocompleter.DefaultAutoCompleterTest.initAutoCompleterWithNullFieldThrowsException()",0,1,1,1
"org.jabref.gui.autocompleter.DefaultAutoCompleterTest.setUp()",0,1,1,1
"org.jabref.gui.autocompleter.EmptySuggestionProvider.getComparator()",0,1,1,1
"org.jabref.gui.autocompleter.EmptySuggestionProvider.getEquivalence()",0,1,1,1
"org.jabref.gui.autocompleter.EmptySuggestionProvider.getSource()",0,1,1,1
"org.jabref.gui.autocompleter.EmptySuggestionProvider.isMatch(String,ISuggestionRequest)",0,1,1,1
"org.jabref.gui.autocompleter.FieldValueSuggestionProvider.FieldValueSuggestionProvider(Field,BibDatabase)",0,1,1,1
"org.jabref.gui.autocompleter.FieldValueSuggestionProvider.getSource()",0,1,1,1
"org.jabref.gui.autocompleter.FieldValueSuggestionProviderTest.completeAfterAddingEmptyEntryReturnsNothing()",0,1,1,1
"org.jabref.gui.autocompleter.FieldValueSuggestionProviderTest.completeAfterAddingEntryWithoutFieldReturnsNothing()",0,1,1,1
"org.jabref.gui.autocompleter.FieldValueSuggestionProviderTest.completeBeginnigOfSecondWordReturnsWholeFieldValue()",0,1,1,1
"org.jabref.gui.autocompleter.FieldValueSuggestionProviderTest.completeBeginnigOfValueReturnsValue()",0,1,1,1
"org.jabref.gui.autocompleter.FieldValueSuggestionProviderTest.completeEmptyStringReturnsNothing()",0,1,1,1
"org.jabref.gui.autocompleter.FieldValueSuggestionProviderTest.completeLowercaseValueReturnsValue()",0,1,1,1
"org.jabref.gui.autocompleter.FieldValueSuggestionProviderTest.completeNullThrowsException()",0,1,1,1
"org.jabref.gui.autocompleter.FieldValueSuggestionProviderTest.completeOnIgnoredFieldReturnsNothing()",0,1,1,1
"org.jabref.gui.autocompleter.FieldValueSuggestionProviderTest.completePartOfWordReturnsWholeFieldValue()",0,1,1,1
"org.jabref.gui.autocompleter.FieldValueSuggestionProviderTest.completeReturnsMultipleResults()",0,1,1,1
"org.jabref.gui.autocompleter.FieldValueSuggestionProviderTest.completeReturnsWholeFieldValue()",0,1,1,1
"org.jabref.gui.autocompleter.FieldValueSuggestionProviderTest.completeShortStringReturnsFieldValue()",0,1,1,1
"org.jabref.gui.autocompleter.FieldValueSuggestionProviderTest.completeValueReturnsValue()",0,1,1,1
